ProductKey,ProductSubcategoryKey,ProductSKU,ProductName,ModelName,ProductColor,ProductStyle,Sum of ProductCost,Sum of ProductPrice,Sum of DiscountPrice,SKU Category,Price Point,ProductDescription
443,14,FR-R92B-52,"HL Road Frame - Black, 52",HL Road Frame,Black,U,,,,FR,High,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.
445,22,SH-M897-S,"Men's Sports Shorts, S",Men's Sports Shorts,Black,M,,,,SH,Low,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
446,35,PA-T100,"Touring-Panniers, Large",Touring-Panniers,Grey,,,,,PA,Milieu de gamme,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips."
447,34,LO-C100,Cable Lock,Cable Lock,,,,,,LO,Low,"Wraps to fit front and rear tires, carrier and 2 keys included."
448,36,PU-0452,Minipump,Minipump,,,,,,PU,Low,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.
449,36,PU-M044,Mountain Pump,Mountain Pump,,,,,,PU,Low,Simple and light-weight. Emergency patches stored in handle.
450,33,LT-T990,Taillights - Battery-Powered,Taillight,,,,,,LT,Low,Affordable light for safe night riding - uses 3 AAA batteries
451,33,LT-H902,Headlights - Dual-Beam,Headlights - Dual-Beam,,,,,,LT,Low,Rechargeable dual-beam headlight.
452,33,LT-H903,Headlights - Weatherproof,Headlights - Weatherproof,,,,,,LT,Low,Rugged weatherproof headlight.
453,22,SH-M897-M,"Men's Sports Shorts, M",Men's Sports Shorts,Black,M,,,,SH,Low,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
454,22,SH-M897-L,"Men's Sports Shorts, L",Men's Sports Shorts,Black,M,,,,SH,Low,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
455,22,SH-M897-X,"Men's Sports Shorts, XL",Men's Sports Shorts,Black,M,,,,SH,Low,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
456,24,TG-W091-S,"Women's Tights, S",Women's Tights,Black,W,,,,TG,Low,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
457,24,TG-W091-M,"Women's Tights, M",Women's Tights,Black,W,,,,TG,Low,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
458,24,TG-W091-L,"Women's Tights, L",Women's Tights,Black,W,,,,TG,Low,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
459,18,SB-M891-S,"Men's Bib-Shorts, S",Men's Bib-Shorts,Multi,M,,,,SB,Low,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
460,18,SB-M891-M,"Men's Bib-Shorts, M",Men's Bib-Shorts,Multi,M,,,,SB,Low,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
461,18,SB-M891-L,"Men's Bib-Shorts, L",Men's Bib-Shorts,Multi,M,,,,SB,Low,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
462,20,GL-H102-S,"Half-Finger Gloves, S",Half-Finger Gloves,Black,U,,,,GL,Low,"Full padding, improved finger flex, durable palm, adjustable closure."
464,20,GL-H102-M,"Half-Finger Gloves, M",Half-Finger Gloves,Black,U,,,,GL,Low,"Full padding, improved finger flex, durable palm, adjustable closure."
466,20,GL-H102-L,"Half-Finger Gloves, L",Half-Finger Gloves,Black,U,,,,GL,Low,"Full padding, improved finger flex, durable palm, adjustable closure."
468,20,GL-F110-S,"Full-Finger Gloves, S",Full-Finger Gloves,Black,U,,,,GL,Low,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
469,20,GL-F110-M,"Full-Finger Gloves, M",Full-Finger Gloves,Black,U,,,,GL,Low,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
470,20,GL-F110-L,"Full-Finger Gloves, L",Full-Finger Gloves,Black,U,,,,GL,Low,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
471,25,VE-C304-S,"Classic Vest, S",Classic Vest,Blue,U,,,,VE,Low,"Light-weight, wind-resistant, packs to fit into a pocket."
472,25,VE-C304-M,"Classic Vest, M",Classic Vest,Blue,U,,,,VE,Low,"Light-weight, wind-resistant, packs to fit into a pocket."
473,25,VE-C304-L,"Classic Vest, L",Classic Vest,Blue,U,,,,VE,Low,"Light-weight, wind-resistant, packs to fit into a pocket."
474,22,SH-W890-S,"Women's Mountain Shorts, S",Women's Mountain Shorts,Black,W,,,,SH,Low,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
475,22,SH-W890-M,"Women's Mountain Shorts, M",Women's Mountain Shorts,Black,W,,,,SH,Low,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
476,22,SH-W890-L,"Women's Mountain Shorts, L",Women's Mountain Shorts,Black,W,,,,SH,Low,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
477,28,WB-H098,Water Bottle - 30 oz.,Water Bottle,,,,,,WB,Low,AWC logo water bottle - holds 30 oz; leak-proof.
478,28,BC-M005,Mountain Bottle Cage,Mountain Bottle Cage,,,,,,BC,Low,Tough aluminum cage holds bottle securly on tough terrain.
479,28,BC-R205,Road Bottle Cage,Road Bottle Cage,,,,,,BC,Low,Aluminum cage is lighter than our mountain version; perfect for long distance trips.
480,37,PK-7098,Patch Kit/8 Patches,Patch kit,,,,,,PK,Low,"Includes 8 different size patches, glue and sandpaper."
481,23,SO-R809-M,"Racing Socks, M",Racing Socks,White,U,,,,SO,Low,"Thin, lightweight and durable with cuffs that stay up."
482,23,SO-R809-L,"Racing Socks, L",Racing Socks,White,U,,,,SO,Low,"Thin, lightweight and durable with cuffs that stay up."
483,26,RA-H123,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,,,,,,RA,Milieu de gamme,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch."
484,29,CL-9009,Bike Wash - Dissolver,Bike Wash,,,,,,CL,Low,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle."
485,30,FE-6654,Fender Set - Mountain,Fender Set - Mountain,,,,,,FE,Low,Clip-on fenders fit most mountain bikes.
486,27,ST-1401,All-Purpose Bike Stand,All-Purpose Bike Stand,,,,,,ST,Milieu de gamme,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.
487,32,HY-1023-70,Hydration Pack - 70 oz.,Hydration Pack,Silver,,,,,HY,Low,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt."
488,21,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Short-Sleeve Classic Jersey,Yellow,U,,,,SJ,Low,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
489,21,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Short-Sleeve Classic Jersey,Yellow,U,,,,SJ,Low,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
490,21,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Short-Sleeve Classic Jersey,Yellow,U,,,,SJ,Low,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
491,21,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Short-Sleeve Classic Jersey,Yellow,U,,,,SJ,Low,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
492,16,FR-T98Y-60,"HL Touring Frame - Yellow, 60",HL Touring Frame,Yellow,U,,,,FR,High,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
493,16,FR-T67Y-62,"LL Touring Frame - Yellow, 62",LL Touring Frame,Yellow,U,,,,FR,Milieu de gamme,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
494,16,FR-T98Y-46,"HL Touring Frame - Yellow, 46",HL Touring Frame,Yellow,U,,,,FR,High,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
495,16,FR-T98Y-50,"HL Touring Frame - Yellow, 50",HL Touring Frame,Yellow,U,,,,FR,High,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
496,16,FR-T98Y-54,"HL Touring Frame - Yellow, 54",HL Touring Frame,Yellow,U,,,,FR,High,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
497,16,FR-T98U-46,"HL Touring Frame - Blue, 46",HL Touring Frame,Blue,U,,,,FR,High,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
498,16,FR-T98U-50,"HL Touring Frame - Blue, 50",HL Touring Frame,Blue,U,,,,FR,High,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
499,16,FR-T98U-54,"HL Touring Frame - Blue, 54",HL Touring Frame,Blue,U,,,,FR,High,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
500,16,FR-T98U-60,"HL Touring Frame - Blue, 60",HL Touring Frame,Blue,U,,,,FR,High,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.
501,9,RD-2308,Rear Derailleur,Rear Derailleur,Silver,,,,,RD,Milieu de gamme,Wide-link design.
502,16,FR-T67U-50,"LL Touring Frame - Blue, 50",LL Touring Frame,Blue,U,,,,FR,Milieu de gamme,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
503,16,FR-T67U-54,"LL Touring Frame - Blue, 54",LL Touring Frame,Blue,U,,,,FR,Milieu de gamme,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
504,16,FR-T67U-58,"LL Touring Frame - Blue, 58",LL Touring Frame,Blue,U,,,,FR,Milieu de gamme,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
505,16,FR-T67U-62,"LL Touring Frame - Blue, 62",LL Touring Frame,Blue,U,,,,FR,Milieu de gamme,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
506,16,FR-T67Y-44,"LL Touring Frame - Yellow, 44",LL Touring Frame,Yellow,U,,,,FR,Milieu de gamme,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
507,16,FR-T67Y-50,"LL Touring Frame - Yellow, 50",LL Touring Frame,Yellow,U,,,,FR,Milieu de gamme,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
508,16,FR-T67Y-54,"LL Touring Frame - Yellow, 54",LL Touring Frame,Yellow,U,,,,FR,Milieu de gamme,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
509,16,FR-T67Y-58,"LL Touring Frame - Yellow, 58",LL Touring Frame,Yellow,U,,,,FR,Milieu de gamme,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
510,16,FR-T67U-44,"LL Touring Frame - Blue, 44",LL Touring Frame,Blue,U,,,,FR,Milieu de gamme,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.
511,12,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",ML Mountain Frame-W,Silver,W,,,,FR,Milieu de gamme,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.
512,12,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",ML Mountain Frame-W,Silver,W,,,,FR,Milieu de gamme,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.
513,12,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",ML Mountain Frame-W,Silver,W,,,,FR,Milieu de gamme,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.
514,6,RB-9231,Rear Brakes,Rear Brakes,Silver,,,,,RB,Milieu de gamme,0
515,15,SE-M236,LL Mountain Seat/Saddle,LL Mountain Seat/Saddle 2,,,,,,SE,Low,Synthetic leather. Features gel for increased comfort.
516,15,SE-M798,ML Mountain Seat/Saddle,ML Mountain Seat/Saddle 2,,,,,,SE,Low,Designed to absorb shock.
517,15,SE-M940,HL Mountain Seat/Saddle,HL Mountain Seat/Saddle 2,,,,,,SE,Low,Anatomic design for a full-day of riding in comfort. Durable leather.
518,15,SE-R581,LL Road Seat/Saddle,LL Road Seat/Saddle 1,,,,,,SE,Low,Lightweight foam-padded saddle.
519,15,SE-R908,ML Road Seat/Saddle,ML Road Seat/Saddle 2,,,,,,SE,Low,Rubber bumpers absorb bumps.
520,15,SE-R995,HL Road Seat/Saddle,HL Road Seat/Saddle 2,,,,,,SE,Low,Lightweight kevlar racing saddle. Leather.
521,15,SE-T312,LL Touring Seat/Saddle,LL Touring Seat/Saddle,,,,,,SE,Low,"Comfortable, ergonomically shaped gel saddle."
522,15,SE-T762,ML Touring Seat/Saddle,ML Touring Seat/Saddle,,,,,,SE,Low,New design relieves pressure for long rides.
523,15,SE-T924,HL Touring Seat/Saddle,HL Touring Seat/Saddle,,,,,,SE,Low,Cut-out shell for a more comfortable ride.
524,12,FR-M21S-42,"LL Mountain Frame - Silver, 42",LL Mountain Frame,Silver,U,,,,FR,Milieu de gamme,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
525,12,FR-M21S-44,"LL Mountain Frame - Silver, 44",LL Mountain Frame,Silver,U,,,,FR,Milieu de gamme,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
526,12,FR-M21S-48,"LL Mountain Frame - Silver, 48",LL Mountain Frame,Silver,U,,,,FR,Milieu de gamme,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
527,12,FR-M21S-52,"LL Mountain Frame - Silver, 52",LL Mountain Frame,Silver,U,,,,FR,Milieu de gamme,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
528,37,TT-M928,Mountain Tire Tube,Mountain Tire Tube,,,,,,TT,Low,Self-sealing tube.
529,37,TT-R982,Road Tire Tube,Road Tire Tube,,,,,,TT,Low,Conventional all-purpose tube.
530,37,TT-T092,Touring Tire Tube,Touring Tire Tube,,,,,,TT,Low,General purpose tube.
531,12,FR-M21B-42,"LL Mountain Frame - Black, 42",LL Mountain Frame,Black,U,,,,FR,Milieu de gamme,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
532,12,FR-M21B-44,"LL Mountain Frame - Black, 44",LL Mountain Frame,Black,U,,,,FR,Milieu de gamme,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
533,12,FR-M21B-48,"LL Mountain Frame - Black, 48",LL Mountain Frame,Black,U,,,,FR,Milieu de gamme,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
534,12,FR-M21B-52,"LL Mountain Frame - Black, 52",LL Mountain Frame,Black,U,,,,FR,Milieu de gamme,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
535,37,TI-M267,LL Mountain Tire,LL Mountain Tire,,,,,,TI,Low,"Comparible traction, less expensive wire bead casing."
536,37,TI-M602,ML Mountain Tire,ML Mountain Tire,,,,,,TI,Low,"Great traction, high-density rubber."
537,37,TI-M823,HL Mountain Tire,HL Mountain Tire,,,,,,TI,Low,"Incredible traction, lightweight carbon reinforced."
538,37,TI-R092,LL Road Tire,LL Road Tire,,,,,,TI,Low,Same great treads as more expensive tire with a less expensive wire bead casing.
539,37,TI-R628,ML Road Tire,ML Road Tire,,,,,,TI,Low,Higher density rubber.
540,37,TI-R982,HL Road Tire,HL Road Tire,,,,,,TI,Low,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.
541,37,TI-T723,Touring Tire,Touring Tire,,,,,,TI,Low,High-density rubber.
542,13,PD-M282,LL Mountain Pedal,LL Mountain Pedal,Silver/Black,,,,,PD,Low,Expanded platform so you can ride in any shoes; great for all-around riding.
543,13,PD-M340,ML Mountain Pedal,ML Mountain Pedal,Silver/Black,,,,,PD,Low,"Lightweight, durable, clipless pedal with adjustable tension."
544,13,PD-M562,HL Mountain Pedal,HL Mountain Pedal,Silver/Black,,,,,PD,Low,Stainless steel; designed to shed mud easily.
545,13,PD-R347,LL Road Pedal,LL Road Pedal,Silver/Black,,,,,PD,Low,Clipless pedals - aluminum.
546,13,PD-R563,ML Road Pedal,ML Road Pedal,Silver/Black,,,,,PD,Low,Lightweight aluminum alloy construction.
547,13,PD-R853,HL Road Pedal,HL Road Pedal,Silver/Black,,,,,PD,Low,Top-of-the-line clipless pedals with adjustable tension.
548,13,PD-T852,Touring Pedal,Touring Pedal,Silver/Black,,,,,PD,Low,A stable pedal for all-day riding.
549,12,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",ML Mountain Frame-W,Silver,W,,,,FR,Milieu de gamme,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.
550,12,FR-M21B-40,"LL Mountain Frame - Black, 40",LL Mountain Frame,Black,U,,,,FR,Milieu de gamme,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
551,12,FR-M21S-40,"LL Mountain Frame - Silver, 40",LL Mountain Frame,Silver,U,,,,FR,Milieu de gamme,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
552,9,FD-2342,Front Derailleur,Front Derailleur,Silver,,,,,FD,Low,Wide-link design.
553,4,HB-T721,LL Touring Handlebars,LL Touring Handlebars,,,,,,HB,Low,Unique shape reduces fatigue for entry level riders.
554,4,HB-T928,HL Touring Handlebars,HL Touring Handlebars,,,,,,HB,Low,A light yet stiff aluminum bar for long distance riding.
555,6,FB-9873,Front Brakes,Front Brakes,Silver,,,,,FB,Milieu de gamme,All-weather brake pads; provides superior stopping by applying more surface to the rim.
556,8,CS-4759,LL Crankset,LL Crankset,Black,,,,,CS,Milieu de gamme,Super rigid spindle.
557,8,CS-6583,ML Crankset,ML Crankset,Black,,,,,CS,Milieu de gamme,High-strength crank arm.
558,8,CS-9183,HL Crankset,HL Crankset,Black,,,,,CS,Milieu de gamme,Triple crankset; alumunim crank arm; flawless shifting.
559,7,CH-0234,Chain,Chain,Silver,,,,,CH,Low,Superior shifting performance.
560,3,BK-T44U-60,"Touring-2000 Blue, 60",Touring-2000,Blue,U,,,,BK,High,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
561,3,BK-T79Y-46,"Touring-1000 Yellow, 46",Touring-1000,Yellow,U,,,,BK,High,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
562,3,BK-T79Y-50,"Touring-1000 Yellow, 50",Touring-1000,Yellow,U,,,,BK,High,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
563,3,BK-T79Y-54,"Touring-1000 Yellow, 54",Touring-1000,Yellow,U,,,,BK,High,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
564,3,BK-T79Y-60,"Touring-1000 Yellow, 60",Touring-1000,Yellow,U,,,,BK,High,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
565,3,BK-T18U-54,"Touring-3000 Blue, 54",Touring-3000,Blue,U,,,,BK,High,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
566,3,BK-T18U-58,"Touring-3000 Blue, 58",Touring-3000,Blue,U,,,,BK,High,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
567,3,BK-T18U-62,"Touring-3000 Blue, 62",Touring-3000,Blue,U,,,,BK,High,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
568,3,BK-T18Y-44,"Touring-3000 Yellow, 44",Touring-3000,Yellow,U,,,,BK,High,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
569,3,BK-T18Y-50,"Touring-3000 Yellow, 50",Touring-3000,Yellow,U,,,,BK,High,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
570,3,BK-T18Y-54,"Touring-3000 Yellow, 54",Touring-3000,Yellow,U,,,,BK,High,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
571,3,BK-T18Y-58,"Touring-3000 Yellow, 58",Touring-3000,Yellow,U,,,,BK,High,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
572,3,BK-T18Y-62,"Touring-3000 Yellow, 62",Touring-3000,Yellow,U,,,,BK,High,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
573,3,BK-T79U-46,"Touring-1000 Blue, 46",Touring-1000,Blue,U,,,,BK,High,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
574,3,BK-T79U-50,"Touring-1000 Blue, 50",Touring-1000,Blue,U,,,,BK,High,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
575,3,BK-T79U-54,"Touring-1000 Blue, 54",Touring-1000,Blue,U,,,,BK,High,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
576,3,BK-T79U-60,"Touring-1000 Blue, 60",Touring-1000,Blue,U,,,,BK,High,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
577,3,BK-T44U-46,"Touring-2000 Blue, 46",Touring-2000,Blue,U,,,,BK,High,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
578,3,BK-T44U-50,"Touring-2000 Blue, 50",Touring-2000,Blue,U,,,,BK,High,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
579,3,BK-T44U-54,"Touring-2000 Blue, 54",Touring-2000,Blue,U,,,,BK,High,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
580,2,BK-R79Y-40,"Road-350-W Yellow, 40",Road-350-W,Yellow,W,,,,BK,High,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
581,2,BK-R79Y-42,"Road-350-W Yellow, 42",Road-350-W,Yellow,W,,,,BK,High,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
582,2,BK-R79Y-44,"Road-350-W Yellow, 44",Road-350-W,Yellow,W,,,,BK,High,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
583,2,BK-R79Y-48,"Road-350-W Yellow, 48",Road-350-W,Yellow,W,,,,BK,High,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
584,2,BK-R19B-58,"Road-750 Black, 58",Road-750,Black,U,,,,BK,High,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
585,3,BK-T18U-44,"Touring-3000 Blue, 44",Touring-3000,Blue,U,,,,BK,High,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
586,3,BK-T18U-50,"Touring-3000 Blue, 50",Touring-3000,Blue,U,,,,BK,High,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
587,1,BK-M38S-38,"Mountain-400-W Silver, 38",Mountain-400-W,Silver,W,,,,BK,High,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
588,1,BK-M38S-40,"Mountain-400-W Silver, 40",Mountain-400-W,Silver,W,,,,BK,High,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
589,1,BK-M38S-42,"Mountain-400-W Silver, 42",Mountain-400-W,Silver,W,,,,BK,High,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
590,1,BK-M38S-46,"Mountain-400-W Silver, 46",Mountain-400-W,Silver,W,,,,BK,High,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
591,1,BK-M18S-40,"Mountain-500 Silver, 40",Mountain-500,Silver,U,,,,BK,High,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
592,1,BK-M18S-42,"Mountain-500 Silver, 42",Mountain-500,Silver,U,,,,BK,High,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
593,1,BK-M18S-44,"Mountain-500 Silver, 44",Mountain-500,Silver,U,,,,BK,High,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
594,1,BK-M18S-48,"Mountain-500 Silver, 48",Mountain-500,Silver,U,,,,BK,High,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
595,1,BK-M18S-52,"Mountain-500 Silver, 52",Mountain-500,Silver,U,,,,BK,High,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
596,1,BK-M18B-40,"Mountain-500 Black, 40",Mountain-500,Black,U,,,,BK,High,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
597,1,BK-M18B-42,"Mountain-500 Black, 42",Mountain-500,Black,U,,,,BK,High,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
598,1,BK-M18B-44,"Mountain-500 Black, 44",Mountain-500,Black,U,,,,BK,High,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
599,1,BK-M18B-48,"Mountain-500 Black, 48",Mountain-500,Black,U,,,,BK,High,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
600,1,BK-M18B-52,"Mountain-500 Black, 52",Mountain-500,Black,U,,,,BK,High,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
601,5,BB-7421,LL Bottom Bracket,LL Bottom Bracket,,,,,,BB,Low,Chromoly steel.
602,5,BB-8107,ML Bottom Bracket,ML Bottom Bracket,,,,,,BB,Milieu de gamme,Aluminum alloy cups; large diameter spindle.
603,5,BB-9108,HL Bottom Bracket,HL Bottom Bracket,,,,,,BB,Milieu de gamme,Aluminum alloy cups and a hollow axle.
604,2,BK-R19B-44,"Road-750 Black, 44",Road-750,Black,U,,,,BK,High,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
605,2,BK-R19B-48,"Road-750 Black, 48",Road-750,Black,U,,,,BK,High,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
606,2,BK-R19B-52,"Road-750 Black, 52",Road-750,Black,U,,,,BK,High,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
